Live,Symbol,Percentage,Initial_Margin,Maintenance,Hedge,Margin_Calculation,Profit_Calculation,Trade,Comment
Demo - 1,XAGUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSD', , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSD, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSD!, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSD', , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHF, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCAD, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPY, , , , , , , ,Symbol ignored: *
Demo - 1,EURCAD, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZD, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGD, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHF, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPY, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPY, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGD, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSD, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUD, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHF, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBP, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPY, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZD, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGD, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSD, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUD, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCAD, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHF, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPY, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGD, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPY, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSD, , , , , , , ,Symbol ignored: *
Demo - 1,USDCAD, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPY, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHF, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPY, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGD, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSD!, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD!, , , , , , , ,Symbol ignored: *
Demo - 1,USDCAD!, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHF!, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSD!, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSD!, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZD!, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCAD!, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHF!, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBP!, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUD!, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHF!, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZD!, , , , , , , ,Symbol ignored: *
Demo - 1,EURCAD!, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUD!, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCAD!, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHF!, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHF!, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPY!, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHF., , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD., , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZD!, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPY., , , , , , , ,Symbol ignored: *
Demo - 1,USDCAD., , , , , , , ,Symbol ignored: *
Demo - 1,EURUSD., , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSD., , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSD., , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZD., , , , , , , ,Symbol ignored: *
Demo - 1,AUDCAD., , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHF., , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPY., , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPY., , , , , , , ,Symbol ignored: *
Demo - 1,EURGBP., , , , , , , ,Symbol ignored: *
Demo - 1,EURAUD., , , , , , , ,Symbol ignored: *
Demo - 1,EURCHF., , , , , , , ,Symbol ignored: *
Demo - 1,EURJPY., , , , , , , ,Symbol ignored: *
Demo - 1,EURNZD., , , , , , , ,Symbol ignored: *
Demo - 1,EURCAD., , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHF., , , , , , , ,Symbol ignored: *
Demo - 1,GBPCAD., , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPY., , , , , , , ,Symbol ignored: *
Demo - 1,CADCHF., , , , , , , ,Symbol ignored: *
Demo - 1,CADJPY., , , , , , , ,Symbol ignored: *
Demo - 1,USDCHF$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,USDCAD$, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCAD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHF$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBP$, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUD$, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHF$, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZD$, , , , , , , ,Symbol ignored: *
Demo - 1,EURCAD$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHF$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUD$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCAD$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHF$, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,USDHKD$, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGD$, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGD$, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGD$, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGD$, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGD$, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPY$, , , , , , , ,Symbol ignored: *
Demo - 1,USDCNY, , , , , , , ,Symbol ignored: *
Demo - 1,USDINR, , , , , , , ,Symbol ignored: *
Demo - 1,USDTHB, , , , , , , ,Symbol ignored: *
Demo - 1,JPYTHB, , , , , , , ,Symbol ignored: *
Demo - 1,EURTHB, , , , , , , ,Symbol ignored: *
Demo - 1,GBPTHB, , , , , , , ,Symbol ignored: *
Demo - 1,AUDTHB, , , , , , , ,Symbol ignored: *
Demo - 1,NZDTHB, , , , , , , ,Symbol ignored: *
Demo - 1,CADTHB, , , , , , , ,Symbol ignored: *
Demo - 1,CHFTHB, , , , , , , ,Symbol ignored: *
Demo - 1,EURHKD, , , , , , , ,Symbol ignored: *
Demo - 1,USDHKD, , , , , , , ,Symbol ignored: *
Demo - 1,USDCNH, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD^, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCADx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHFx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZDx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGDx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHFx, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGDx, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUDx, , , , , , , ,Symbol ignored: *
Demo - 1,EURCADx, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHFx, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBPx, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZDx, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGDx, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUDx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCADx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHFx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZDx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGDx, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSDx, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,USDCADx, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHFx, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPYx, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGDx, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCADc, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHFc, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZDc, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHFc, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUDc, , , , , , , ,Symbol ignored: *
Demo - 1,EURCADc, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHFc, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBPc, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZDc, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUDc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCADc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHFc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZDc, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSDc, , , , , , , ,Symbol ignored: *
Demo - 1,USDCADc, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHFc, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPYc, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCAD`, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSD`, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPY`, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSD`, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPY`, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPY`, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZD`, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSD`, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUD`, , , , , , , ,Symbol ignored: *
Demo - 1,EURCAD`, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBP`, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZD`, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUD`, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCAD`, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSD`, , , , , , , ,Symbol ignored: *
Demo - 1,USDCAD`, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCADa, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHFa, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZDa, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGDa, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSDa, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHFa, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGDa, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUDa, , , , , , , ,Symbol ignored: *
Demo - 1,EURCADa, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHFa, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBPa, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZDa, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGDa, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUDa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCADa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHFa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGDa, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSDa, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSDa, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,USDCADa, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHFa, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPYa, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGDa, , , , , , , ,Symbol ignored: *
Demo - 1,HKG, , , , , , , ,Symbol ignored: *
Demo - 1,HKGG, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSD.hk, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSD.hk, , , , , , , ,Symbol ignored: *
Demo - 1,XPDUSD.hk, , , , , , , ,Symbol ignored: *
Demo - 1,XPTUSD.hk, , , , , , , ,Symbol ignored: *
Demo - 1,XPTUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,XPDUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,EURTRY, , , , , , , ,Symbol ignored: *
Demo - 1,USDTRY, , , , , , , ,Symbol ignored: *
Demo - 1,EURNOK, , , , , , , ,Symbol ignored: *
Demo - 1,EURSEK, , , , , , , ,Symbol ignored: *
Demo - 1,NOKJPY, , , , , , , ,Symbol ignored: *
Demo - 1,NOKSEK, , , , , , , ,Symbol ignored: *
Demo - 1,USDDKK, , , , , , , ,Symbol ignored: *
Demo - 1,USDHUF, , , , , , , ,Symbol ignored: *
Demo - 1,USDMXN, , , , , , , ,Symbol ignored: *
Demo - 1,USDNOK, , , , , , , ,Symbol ignored: *
Demo - 1,USDPLN, , , , , , , ,Symbol ignored: *
Demo - 1,USDSEK, , , , , , , ,Symbol ignored: *
Demo - 1,USDZAR, , , , , , , ,Symbol ignored: *
Demo - 1,.AUS200, , , , , , , ,Symbol ignored: *
Demo - 1,.DE30, , , , , , , ,Symbol ignored: *
Demo - 1,.ES35, , , , , , , ,Symbol ignored: *
Demo - 1,.HK50, , , , , , , ,Symbol ignored: *
Demo - 1,.F40, , , , , , , ,Symbol ignored: *
Demo - 1,.JP225, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGDy, , , , , , , ,Symbol ignored: *
Demo - 1,.STOXX50, , , , , , , ,Symbol ignored: *
Demo - 1,.UK100, , , , , , , ,Symbol ignored: *
Demo - 1,.US30, , , , , , , ,Symbol ignored: *
Demo - 1,.US500, , , , , , , ,Symbol ignored: *
Demo - 1,.US100, , , , , , , ,Symbol ignored: *
Demo - 1,.USOil, , , , , , , ,Symbol ignored: *
Demo - 1,.UKOil, , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZD, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCADy, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZDy, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGDy, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGDy, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUDy, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,EURCADy, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBPy, , , , , , , ,Symbol ignored: *
Demo - 1,EURHKDy, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZDy, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUDy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCADy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZDy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGDy, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,NZDCADy, , , , , , , ,Symbol ignored: *
Demo - 1,NZDCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSDy, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,USDCADy, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHFy, , , , , , , ,Symbol ignored: *
Demo - 1,USDCNHy, , , , , , , ,Symbol ignored: *
Demo - 1,USDHKDy, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPYy, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGDy, , , , , , , ,Symbol ignored: *
Demo - 1,.UKOily, , , , , , , ,Symbol ignored: *
Demo - 1,.USOily, , , , , , , ,Symbol ignored: *
Demo - 1,.A50, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDz, , , , , , , ,Symbol ignored: *
Demo - 1,BTCUSD, , , , , , , ,Symbol ignored: *
Demo - 1,BCHUSD, , , , , , , ,Symbol ignored: *
Demo - 1,DSHUSD, , , , , , , ,Symbol ignored: *
Demo - 1,LTCUSD, , , , , , , ,Symbol ignored: *
Demo - 1,ETHUSD, , , , , , , ,Symbol ignored: *
Demo - 1,XRPUSD, , , , , , , ,Symbol ignored: *
Demo - 1,AUDCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,AUDJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,AUDNZDq, , , , , , , ,Symbol ignored: *
Demo - 1,AUDSGDq, , , , , , , ,Symbol ignored: *
Demo - 1,AUDUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,CADCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,CADJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,CHFJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,CHFSGDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURAUDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURCADq, , , , , , , ,Symbol ignored: *
Demo - 1,EURCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,EURGBPq, , , , , , , ,Symbol ignored: *
Demo - 1,EURHKDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,EURNZDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURSGDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPAUDq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCADq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPNZDq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPSGDq, , , , , , , ,Symbol ignored: *
Demo - 1,GBPUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,NZDCADq, , , , , , , ,Symbol ignored: *
Demo - 1,NZDCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,NZDJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,NZDUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,SGDJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,USDCADq, , , , , , , ,Symbol ignored: *
Demo - 1,USDCHFq, , , , , , , ,Symbol ignored: *
Demo - 1,USDCNHq, , , , , , , ,Symbol ignored: *
Demo - 1,USDHKDq, , , , , , , ,Symbol ignored: *
Demo - 1,USDJPYq, , , , , , , ,Symbol ignored: *
Demo - 1,USDSGDq, , , , , , , ,Symbol ignored: *
Demo - 1,XAGUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,XAUUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,.AUS200q, , , , , , , ,Symbol ignored: *
Demo - 1,.DE30q, , , , , , , ,Symbol ignored: *
Demo - 1,.ES35q, , , , , , , ,Symbol ignored: *
Demo - 1,.F40q, , , , , , , ,Symbol ignored: *
Demo - 1,.HK50q, , , , , , , ,Symbol ignored: *
Demo - 1,.STOXX50q, , , , , , , ,Symbol ignored: *
Demo - 1,.JP225q, , , , , , , ,Symbol ignored: *
Demo - 1,.UK100q, , , , , , , ,Symbol ignored: *
Demo - 1,.US30q, , , , , , , ,Symbol ignored: *
Demo - 1,.US500q, , , , , , , ,Symbol ignored: *
Demo - 1,.US100q, , , , , , , ,Symbol ignored: *
Demo - 1,.USOilq, , , , , , , ,Symbol ignored: *
Demo - 1,.UKOilq, , , , , , , ,Symbol ignored: *
Demo - 1,XPTUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,XPDUSDq, , , , , , , ,Symbol ignored: *
Demo - 1,EURNOKq, , , , , , , ,Symbol ignored: *
Demo - 1,EURSEKq, , , , , , , ,Symbol ignored: *
Demo - 1,USDNOKq, , , , , , , ,Symbol ignored: *
Demo - 1,USDSEKq, , , , , , , ,Symbol ignored: *
Demo - 1,USDRUBq, , , , , , , ,Symbol ignored: *
Demo - 1,creditearn, , , , , , , ,Symbol ignored: *
Demo - 3,USDJPYx, , , , , , , ,Symbol ignored: *
Demo - 3,XAGUSD$, , , , , , , ,Symbol ignored: *
Demo - 3,XAGUSD, , , , , , , ,Symbol ignored: *
Demo - 3,XAGUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,XAGUSDc, , , , , , , ,Symbol ignored: *
Demo - 3,XAGUSD., , , , , , , ,Symbol ignored: *
Demo - 3,XAUUSD, , , , , , , ,Symbol ignored: *
Demo - 3,XAUUSD$, , , , , , , ,Symbol ignored: *
Demo - 3,XAUUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,XAUUSDc, , , , , , , ,Symbol ignored: *
Demo - 3,XAUUSD., , , , , , , ,Symbol ignored: *
Demo - 3,AUDCAD, , , , , , , ,Symbol ignored: *
Demo - 3,AUDCHF, , , , , , , ,Symbol ignored: *
Demo - 3,AUDJPY, , , , , , , ,Symbol ignored: *
Demo - 3,EURCAD, , , , , , , ,Symbol ignored: *
Demo - 3,AUDNZD, , , , , , , ,Symbol ignored: *
Demo - 3,AUDSGD, , , , , , , ,Symbol ignored: *
Demo - 3,CADCHF, , , , , , , ,Symbol ignored: *
Demo - 3,CADJPY, , , , , , , ,Symbol ignored: *
Demo - 3,CHFJPY, , , , , , , ,Symbol ignored: *
Demo - 3,CHFSGD, , , , , , , ,Symbol ignored: *
Demo - 3,AUDUSD, , , , , , , ,Symbol ignored: *
Demo - 3,EURAUD, , , , , , , ,Symbol ignored: *
Demo - 3,EURCHF, , , , , , , ,Symbol ignored: *
Demo - 3,EURGBP, , , , , , , ,Symbol ignored: *
Demo - 3,EURJPY, , , , , , , ,Symbol ignored: *
Demo - 3,EURNZD, , , , , , , ,Symbol ignored: *
Demo - 3,EURSGD, , , , , , , ,Symbol ignored: *
Demo - 3,EURUSD, , , , , , , ,Symbol ignored: *
Demo - 3,GBPAUD, , , , , , , ,Symbol ignored: *
Demo - 3,GBPCAD, , , , , , , ,Symbol ignored: *
Demo - 3,GBPCHF, , , , , , , ,Symbol ignored: *
Demo - 3,GBPJPY, , , , , , , ,Symbol ignored: *
Demo - 3,GBPNZD, , , , , , , ,Symbol ignored: *
Demo - 3,GBPSGD, , , , , , , ,Symbol ignored: *
Demo - 3,GBPUSD, , , , , , , ,Symbol ignored: *
Demo - 3,NZDJPY, , , , , , , ,Symbol ignored: *
Demo - 3,NZDUSD, , , , , , , ,Symbol ignored: *
Demo - 3,USDCAD, , , , , , , ,Symbol ignored: *
Demo - 3,SGDJPY, , , , , , , ,Symbol ignored: *
Demo - 3,USDCHF, , , , , , , ,Symbol ignored: *
Demo - 3,USDJPY, , , , , , , ,Symbol ignored: *
Demo - 3,USDSGD, , , , , , , ,Symbol ignored: *
Demo - 3,EURUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,GBPUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,USDCAD!, , , , , , , ,Symbol ignored: *
Demo - 3,USDCHF!, , , , , , , ,Symbol ignored: *
Demo - 3,NZDUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,AUDUSD!, , , , , , , ,Symbol ignored: *
Demo - 3,USDJPY!, , , , , , , ,Symbol ignored: *
